time,2020/6/1 12:00,2020/6/1 13:00,2020/6/1 14:00,2020/6/1 15:00,2020/6/1 16:00,2020/6/1 17:00,2020/6/1 18:00,2020/6/1 19:00,2020/6/1 20:00,2020/6/1 21:00,2020/6/1 22:00,2020/6/1 23:00,2020/6/2 0:00,2020/6/2 1:00,2020/6/2 2:00,2020/6/2 3:00,2020/6/2 4:00,2020/6/2 5:00,2020/6/2 6:00,2020/6/2 7:00,2020/6/2 8:00,2020/6/2 9:00,2020/6/2 10:00,2020/6/2 11:00,2020/6/2 12:00,2020/6/2 13:00,2020/6/2 14:00,2020/6/2 15:00,2020/6/2 16:00,2020/6/2 17:00,2020/6/2 18:00,2020/6/2 19:00,2020/6/2 20:00,2020/6/2 21:00,2020/6/2 22:00,2020/6/2 23:00,2020/6/3 0:00,2020/6/3 1:00,2020/6/3 2:00,2020/6/3 3:00,2020/6/3 4:00,2020/6/3 5:00,2020/6/3 6:00,2020/6/3 7:00,2020/6/3 8:00,2020/6/3 9:00,2020/6/3 10:00,2020/6/3 11:00,2020/6/3 12:00,2020/6/3 13:00,2020/6/3 14:00,2020/6/3 15:00,2020/6/3 16:00,2020/6/3 17:00,2020/6/3 18:00,2020/6/3 19:00,2020/6/3 20:00,2020/6/3 21:00,2020/6/3 22:00,2020/6/3 23:00,2020/6/4 0:00,2020/6/4 1:00,2020/6/4 2:00,2020/6/4 3:00,2020/6/4 4:00,2020/6/4 5:00,2020/6/4 6:00,2020/6/4 7:00,2020/6/4 8:00,2020/6/4 9:00,2020/6/4 10:00,2020/6/4 11:00,2020/6/4 12:00,2020/6/4 13:00,2020/6/4 14:00,2020/6/4 15:00,2020/6/4 16:00,2020/6/4 17:00,2020/6/4 18:00,2020/6/4 19:00,2020/6/4 20:00,2020/6/4 21:00,2020/6/4 22:00,2020/6/4 23:00,2020/6/5 0:00,2020/6/5 1:00,2020/6/5 2:00,2020/6/5 3:00,2020/6/5 4:00,2020/6/5 5:00,2020/6/5 6:00,2020/6/5 7:00,2020/6/5 8:00,2020/6/5 9:00,2020/6/5 10:00,2020/6/5 11:00,2020/6/5 12:00,2020/6/5 13:00,2020/6/5 14:00,2020/6/5 15:00
hoge42,256,15,179,NA,-938.6666667,-1501.333333,-138.6666667,171.6666667,170.1666667,504.8888889,NA,-2945.125397,-4009.299206,-5073.473016,167.1666667,165.6666667,-67.69444444,NA,-6415.20873,-7479.38254,-8543.556349,162.6666667,161.1666667,-640.2777778,NA,-9885.292063,-10949.46587,-12013.63968,158.1666667,156.6666667,-1212.861111,NA,-13355.3754,-14419.54921,-15483.72302,153.6666667,152.1666667,-1785.444444,NA,-16825.45873,-17889.63254,-18953.80635,149.1666667,147.6666667,-2358.027778,NA,-20295.54206,-21359.71587,-22423.88968,144.6666667,143.1666667,-2930.611111,NA,-23765.6254,-24829.79921,-25893.97302,140.1666667,138.6666667,-3503.194444,NA,-27235.70873,-28299.88254,-29364.05635,135.6666667,134.1666667,-4075.777778,NA,-30705.79206,-31769.96587,-32834.13968,131.1666667,129.6666667,-4648.361111,NA,-34175.8754,-35240.04921,-36304.22302,126.6666667,125.1666667,-5220.944444,NA,-37645.95873,-38710.13254,-39774.30635,122.1666667,120.6666667,-5793.527778,NA,-41116.04206,-42180.21587,-43244.38968,117.6666667,116.1666667,-6366.111111,NA,-44586.1254,-45650.29921,-46714.47302,113.1666667,111.6666667
hoge43,124,23,179,-12,-966.6666667,-1541.833333,-143.6666667,143.2857143,146.8928571,513.9722222,-946.4928571,-3021.149206,-4111.626587,-5202.103968,168.5357143,172.1428571,-73.48611111,-326.2428571,-6577.35754,-7667.834921,-8758.312302,193.7857143,197.3928571,-660.9444444,294.0071429,-10133.56587,-11224.04325,-12314.52063,219.0357143,222.6428571,-1248.402778,914.2571429,-13689.77421,-14780.25159,-15870.72897,244.2857143,247.8928571,-1835.861111,1534.507143,-17245.98254,-18336.45992,-19426.9373,269.5357143,273.1428571,-2423.319444,2154.757143,-20802.19087,-21892.66825,-22983.14563,294.7857143,298.3928571,-3010.777778,2775.007143,-24358.39921,-25448.87659,-26539.35397,320.0357143,323.6428571,-3598.236111,3395.257143,-27914.60754,-29005.08492,-30095.5623,345.2857143,348.8928571,-4185.694444,4015.507143,-31470.81587,-32561.29325,-33651.77063,370.5357143,374.1428571,-4773.152778,4635.757143,-35027.02421,-36117.50159,-37207.97897,395.7857143,399.3928571,-5360.611111,5256.007143,-38583.23254,-39673.70992,-40764.1873,421.0357143,424.6428571,-5948.069444,5876.257143,-42139.44087,-43229.91825,-44320.39563,446.2857143,449.8928571,-6535.527778,6496.507143,-45695.64921,-46786.12659,-47876.60397,471.5357143,475.1428571
hoge44,NA,NA,179,-14,-994.6666667,-1582.333333,-148.6666667,NA,NA,523.0555556,-985.8,-3097.173016,-4213.953968,-5330.734921,NA,NA,-79.27777778,-344.3,-6739.506349,-7856.287302,-8973.068254,NA,NA,-681.6111111,297.2,-10381.83968,-11498.62063,-12615.40159,NA,NA,-1283.944444,938.7,-14024.17302,-15140.95397,-16257.73492,NA,NA,-1886.277778,1580.2,-17666.50635,-18783.2873,-19900.06825,NA,NA,-2488.611111,2221.7,-21308.83968,-22425.62063,-23542.40159,NA,NA,-3090.944444,2863.2,-24951.17302,-26067.95397,-27184.73492,NA,NA,-3693.277778,3504.7,-28593.50635,-29710.2873,-30827.06825,NA,NA,-4295.611111,4146.2,-32235.83968,-33352.62063,-34469.40159,NA,NA,-4897.944444,4787.7,-35878.17302,-36994.95397,-38111.73492,NA,NA,-5500.277778,5429.2,-39520.50635,-40637.2873,-41754.06825,NA,NA,-6102.611111,6070.7,-43162.83968,-44279.62063,-45396.40159,NA,NA,-6704.944444,6712.2,-46805.17302,-47921.95397,-49038.73492,NA,NA
hoge45,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-1800,-1900,-49057.78135,-50200.86587,113.1666667,111.6666667
hoge46,124,23,179,-16,-1050.666667,-1663.333333,-158.6666667,143.2857143,146.8928571,541.2222222,-1025.107143,-3249.220635,-4418.60873,-5587.996825,168.5357143,172.1428571,-90.86111111,-362.3571429,-7063.803968,-8233.192063,-9402.580159,193.7857143,197.3928571,-722.9444444,300.3928571,-10878.3873,-12047.7754,-13217.16349,219.0357143,222.6428571,-1355.027778,963.1428571,-14692.97063,-15862.35873,-17031.74683,244.2857143,247.8928571,-1987.111111,1625.892857,-18507.55397,-19676.94206,-20846.33016,269.5357143,273.1428571,-2619.194444,2288.642857,-22322.1373,-23491.5254,-24660.91349,294.7857143,298.3928571,-3251.277778,2951.392857,-26136.72063,-27306.10873,-28475.49683,320.0357143,323.6428571,-3883.361111,3614.142857,-29951.30397,-31120.69206,-32290.08016,345.2857143,348.8928571,-4515.444444,4276.892857,-33765.8873,-34935.2754,-36104.66349,370.5357143,374.1428571,-5147.527778,4939.642857,-37580.47063,-38749.85873,-39919.24683,395.7857143,399.3928571,-5779.611111,5602.392857,-41395.05397,-42564.44206,-43733.83016,421.0357143,424.6428571,-6411.694444,6265.142857,-45209.6373,-46379.0254,-47548.41349,446.2857143,449.8928571,-7043.777778,6927.892857,-49024.22063,-50193.60873,-51362.99683,471.5357143,475.1428571
hoge47,NA,NA,179,-18,-1078.666667,-1703.833333,-163.6666667,NA,NA,550.3055556,-1064.414286,-3325.244444,-4520.936111,-5716.627778,NA,NA,-96.65277778,-380.4142857,-7225.952778,-8421.644444,-9617.336111,NA,NA,-743.6111111,303.5857143,-11126.66111,-12322.35278,-13518.04444,NA,NA,-1390.569444,987.5857143,-15027.36944,-16223.06111,-17418.75278,NA,NA,-2037.527778,1671.585714,-18928.07778,-20123.76944,-21319.46111,NA,NA,-2684.486111,2355.585714,-22828.78611,-24024.47778,-25220.16944,NA,NA,-3331.444444,3039.585714,-26729.49444,-27925.18611,-29120.87778,NA,NA,-3978.402778,3723.585714,-30630.20278,-31825.89444,-33021.58611,NA,NA,-4625.361111,4407.585714,-34530.91111,-35726.60278,-36922.29444,NA,NA,-5272.319444,5091.585714,-38431.61944,-39627.31111,-40823.00278,NA,NA,-5919.277778,5775.585714,-42332.32778,-43528.01944,-44723.71111,NA,NA,-6566.236111,6459.585714,-46233.03611,-47428.72778,-48624.41944,NA,NA,-7213.194444,7143.585714,-50133.74444,-51329.43611,-52525.12778,NA,NA
hoge48,256,15,179,NA,-1106.666667,-1744.333333,-168.6666667,171.6666667,170.1666667,559.3888889,NA,-3401.268254,-4623.263492,-5845.25873,167.1666667,165.6666667,-102.4444444,NA,-7388.101587,-8610.096825,-9832.092063,162.6666667,161.1666667,-764.2777778,NA,-11374.93492,-12596.93016,-13818.9254,158.1666667,156.6666667,-1426.111111,NA,-15361.76825,-16583.76349,-17805.75873,153.6666667,152.1666667,-2087.944444,NA,-19348.60159,-20570.59683,-21792.59206,149.1666667,147.6666667,-2749.777778,NA,-23335.43492,-24557.43016,-25779.4254,144.6666667,143.1666667,-3411.611111,NA,-27322.26825,-28544.26349,-29766.25873,140.1666667,138.6666667,-4073.444444,NA,-31309.10159,-32531.09683,-33753.09206,135.6666667,134.1666667,-4735.277778,NA,-35295.93492,-36517.93016,-37739.9254,131.1666667,129.6666667,-5397.111111,NA,-39282.76825,-40504.76349,-41726.75873,126.6666667,125.1666667,-6058.944444,NA,-43269.60159,-44491.59683,-45713.59206,122.1666667,120.6666667,-6720.777778,NA,-47256.43492,-48478.43016,-49700.4254,117.6666667,116.1666667,-7382.611111,NA,-51243.26825,-52465.26349,-53687.25873,113.1666667,111.6666667
hoge49,124,23,179,-20,-1134.666667,-1784.833333,-173.6666667,143.2857143,146.8928571,568.4722222,-1103.721429,-3477.292063,-4725.590873,-5973.889683,168.5357143,172.1428571,-108.2361111,-398.4714286,-7550.250397,-8798.549206,-10046.84802,193.7857143,197.3928571,-784.9444444,306.7785714,-11623.20873,-12871.50754,-14119.80635,219.0357143,222.6428571,-1461.652778,1012.028571,-15696.16706,-16944.46587,-18192.76468,244.2857143,247.8928571,-2138.361111,1717.278571,-19769.1254,-21017.42421,-22265.72302,269.5357143,273.1428571,-2815.069444,2422.528571,-23842.08373,-25090.38254,-26338.68135,294.7857143,298.3928571,-3491.777778,3127.778571,-27915.04206,-29163.34087,-30411.63968,320.0357143,323.6428571,-4168.486111,3833.028571,-31988.0004,-33236.29921,-34484.59802,345.2857143,348.8928571,-4845.194444,4538.278571,-36060.95873,-37309.25754,-38557.55635,370.5357143,374.1428571,-5521.902778,5243.528571,-40133.91706,-41382.21587,-42630.51468,395.7857143,399.3928571,-6198.611111,5948.778571,-44206.8754,-45455.17421,-46703.47302,421.0357143,424.6428571,-6875.319444,6654.028571,-48279.83373,-49528.13254,-50776.43135,446.2857143,449.8928571,-7552.027778,7359.278571,-52352.79206,-53601.09087,-54849.38968,471.5357143,475.1428571
hoge50,NA,NA,179,-22,-1162.666667,-1825.333333,-178.6666667,NA,NA,577.5555556,-1143.028571,-3553.315873,-4827.918254,-6102.520635,NA,NA,-114.0277778,-416.5285714,-7712.399206,-8987.001587,-10261.60397,NA,NA,-805.6111111,309.9714286,-11871.48254,-13146.08492,-14420.6873,NA,NA,-1497.194444,1036.471429,-16030.56587,-17305.16825,-18579.77063,NA,NA,-2188.777778,1762.971429,-20189.64921,-21464.25159,-22738.85397,NA,NA,-2880.361111,2489.471429,-24348.73254,-25623.33492,-26897.9373,NA,NA,-3571.944444,3215.971429,-28507.81587,-29782.41825,-31057.02063,NA,NA,-4263.527778,3942.471429,-32666.89921,-33941.50159,-35216.10397,NA,NA,-4955.111111,4668.971429,-36825.98254,-38100.58492,-39375.1873,NA,NA,-5646.694444,5395.471429,-40985.06587,-42259.66825,-43534.27063,NA,NA,-6338.277778,6121.971429,-45144.14921,-46418.75159,-47693.35397,NA,NA,-7029.861111,6848.471429,-49303.23254,-50577.83492,-51852.4373,NA,NA,-7721.444444,7574.971429,-53462.31587,-54736.91825,-56011.52063,NA,NA
hoge51,256,15,179,NA,-1190.666667,-1865.833333,-183.6666667,171.6666667,170.1666667,586.6388889,NA,-3629.339683,-4930.245635,-6231.151587,167.1666667,165.6666667,-119.8194444,NA,-7874.548016,-9175.453968,-10476.35992,162.6666667,161.1666667,-826.2777778,NA,-12119.75635,-13420.6623,-14721.56825,158.1666667,156.6666667,-1532.736111,NA,-16364.96468,-17665.87063,-18966.77659,153.6666667,152.1666667,-2239.194444,NA,-20610.17302,-21911.07897,-23211.98492,149.1666667,147.6666667,-2945.652778,NA,-24855.38135,-26156.2873,-27457.19325,144.6666667,143.1666667,-3652.111111,NA,-29100.58968,-30401.49563,-31702.40159,140.1666667,138.6666667,-4358.569444,NA,-33345.79802,-34646.70397,-35947.60992,135.6666667,134.1666667,-5065.027778,NA,-37591.00635,-38891.9123,-40192.81825,131.1666667,129.6666667,-5771.486111,NA,-41836.21468,-43137.12063,-44438.02659,126.6666667,125.1666667,-6477.944444,NA,-46081.42302,-47382.32897,-48683.23492,122.1666667,120.6666667,-7184.402778,NA,-50326.63135,-51627.5373,-52928.44325,117.6666667,116.1666667,-7890.861111,NA,-54571.83968,-55872.74563,-57173.65159,113.1666667,111.6666667
hoge52,124,23,179,-24,-1218.666667,-1906.333333,-188.6666667,143.2857143,146.8928571,595.7222222,-1182.335714,-3705.363492,-5032.573016,-6359.78254,168.5357143,172.1428571,-125.6111111,-434.5857143,-8036.696825,-9363.906349,-10691.11587,193.7857143,197.3928571,-846.9444444,313.1642857,-12368.03016,-13695.23968,-15022.44921,219.0357143,222.6428571,-1568.277778,1060.914286,-16699.36349,-18026.57302,-19353.78254,244.2857143,247.8928571,-2289.611111,1808.664286,-21030.69683,-22357.90635,-23685.11587,269.5357143,273.1428571,-3010.944444,2556.414286,-25362.03016,-26689.23968,-28016.44921,294.7857143,298.3928571,-3732.277778,3304.164286,-29693.36349,-31020.57302,-32347.78254,320.0357143,323.6428571,-4453.611111,4051.914286,-34024.69683,-35351.90635,-36679.11587,345.2857143,348.8928571,-5174.944444,4799.664286,-38356.03016,-39683.23968,-41010.44921,370.5357143,374.1428571,-5896.277778,5547.414286,-42687.36349,-44014.57302,-45341.78254,395.7857143,399.3928571,-6617.611111,6295.164286,-47018.69683,-48345.90635,-49673.11587,421.0357143,424.6428571,-7338.944444,7042.914286,-51350.03016,-52677.23968,-54004.44921,446.2857143,449.8928571,-8060.277778,7790.664286,-55681.36349,-57008.57302,-58335.78254,471.5357143,475.1428571
hoge53,NA,NA,179,-26,-1246.666667,-1946.833333,-193.6666667,NA,NA,604.8055556,-1221.642857,-3781.387302,-5134.900397,-6488.413492,NA,NA,-131.4027778,-452.6428571,-8198.845635,-9552.35873,-10905.87183,NA,NA,-867.6111111,316.3571429,-12616.30397,-13969.81706,-15323.33016,NA,NA,-1603.819444,1085.357143,-17033.7623,-18387.2754,-19740.78849,NA,NA,-2340.027778,1854.357143,-21451.22063,-22804.73373,-24158.24683,NA,NA,-3076.236111,2623.357143,-25868.67897,-27222.19206,-28575.70516,NA,NA,-3812.444444,3392.357143,-30286.1373,-31639.6504,-32993.16349,NA,NA,-4548.652778,4161.357143,-34703.59563,-36057.10873,-37410.62183,NA,NA,-5284.861111,4930.357143,-39121.05397,-40474.56706,-41828.08016,NA,NA,-6021.069444,5699.357143,-43538.5123,-44892.0254,-46245.53849,NA,NA,-6757.277778,6468.357143,-47955.97063,-49309.48373,-50662.99683,NA,NA,-7493.486111,7237.357143,-52373.42897,-53726.94206,-55080.45516,NA,NA,-8229.694444,8006.357143,-56790.8873,-58144.4004,-59497.91349,NA,NA
hoge54,256,15,179,NA,-1274.666667,-1987.333333,-198.6666667,171.6666667,170.1666667,613.8888889,NA,-3857.411111,-5237.227778,-6617.044444,167.1666667,165.6666667,-137.1944444,NA,-8360.994444,-9740.811111,-11120.62778,162.6666667,161.1666667,-888.2777778,NA,-12864.57778,-14244.39444,-15624.21111,158.1666667,156.6666667,-1639.361111,NA,-17368.16111,-18747.97778,-20127.79444,153.6666667,152.1666667,-2390.444444,NA,-21871.74444,-23251.56111,-24631.37778,149.1666667,147.6666667,-3141.527778,NA,-26375.32778,-27755.14444,-29134.96111,144.6666667,143.1666667,-3892.611111,NA,-30878.91111,-32258.72778,-33638.54444,140.1666667,138.6666667,-4643.694444,NA,-35382.49444,-36762.31111,-38142.12778,135.6666667,134.1666667,-5394.777778,NA,-39886.07778,-41265.89444,-42645.71111,131.1666667,129.6666667,-6145.861111,NA,-44389.66111,-45769.47778,-47149.29444,126.6666667,125.1666667,-6896.944444,NA,-48893.24444,-50273.06111,-51652.87778,122.1666667,120.6666667,-7648.027778,NA,-53396.82778,-54776.64444,-56156.46111,117.6666667,116.1666667,-8399.111111,NA,-57900.41111,-59280.22778,-60660.04444,113.1666667,111.6666667
hoge55,124,23,179,-28,-1302.666667,-2027.833333,-203.6666667,143.2857143,146.8928571,622.9722222,-1260.95,-3933.434921,-5339.555159,-6745.675397,168.5357143,172.1428571,-142.9861111,-470.7,-8523.143254,-9929.263492,-11335.38373,193.7857143,197.3928571,-908.9444444,319.55,-13112.85159,-14518.97183,-15925.09206,219.0357143,222.6428571,-1674.902778,1109.8,-17702.55992,-19108.68016,-20514.8004,244.2857143,247.8928571,-2440.861111,1900.05,-22292.26825,-23698.38849,-25104.50873,269.5357143,273.1428571,-3206.819444,2690.3,-26881.97659,-28288.09683,-29694.21706,294.7857143,298.3928571,-3972.777778,3480.55,-31471.68492,-32877.80516,-34283.9254,320.0357143,323.6428571,-4738.736111,4270.8,-36061.39325,-37467.51349,-38873.63373,345.2857143,348.8928571,-5504.694444,5061.05,-40651.10159,-42057.22183,-43463.34206,370.5357143,374.1428571,-6270.652778,5851.3,-45240.80992,-46646.93016,-48053.0504,395.7857143,399.3928571,-7036.611111,6641.55,-49830.51825,-51236.63849,-52642.75873,421.0357143,424.6428571,-7802.569444,7431.8,-54420.22659,-55826.34683,-57232.46706,446.2857143,449.8928571,-8568.527778,8222.05,-59009.93492,-60416.05516,-61822.1754,471.5357143,475.1428571
hoge56,NA,NA,179,-30,-1330.666667,-2068.333333,-208.6666667,NA,NA,632.0555556,-1300.257143,-4009.45873,-5441.88254,-6874.306349,NA,NA,-148.7777778,-488.7571429,-8685.292063,-10117.71587,-11550.13968,NA,NA,-929.6111111,322.7428571,-13361.1254,-14793.54921,-16225.97302,NA,NA,-1710.444444,1134.242857,-18036.95873,-19469.38254,-20901.80635,NA,NA,-2491.277778,1945.742857,-22712.79206,-24145.21587,-25577.63968,NA,NA,-3272.111111,2757.242857,-27388.6254,-28821.04921,-30253.47302,NA,NA,-4052.944444,3568.742857,-32064.45873,-33496.88254,-34929.30635,NA,NA,-4833.777778,4380.242857,-36740.29206,-38172.71587,-39605.13968,NA,NA,-5614.611111,5191.742857,-41416.1254,-42848.54921,-44280.97302,NA,NA,-6395.444444,6003.242857,-46091.95873,-47524.38254,-48956.80635,NA,NA,-7176.277778,6814.742857,-50767.79206,-52200.21587,-53632.63968,NA,NA,-7957.111111,7626.242857,-55443.6254,-56876.04921,-58308.47302,NA,NA,-8737.944444,8437.742857,-60119.45873,-61551.88254,-62984.30635,NA,NA
hoge57,256,15,179,NA,-1358.666667,-2108.833333,-213.6666667,171.6666667,170.1666667,641.1388889,NA,-4085.48254,-5544.209921,-7002.937302,167.1666667,165.6666667,-154.5694444,NA,-8847.440873,-10306.16825,-11764.89563,162.6666667,161.1666667,-950.2777778,NA,-13609.39921,-15068.12659,-16526.85397,158.1666667,156.6666667,-1745.986111,NA,-18371.35754,-19830.08492,-21288.8123,153.6666667,152.1666667,-2541.694444,NA,-23133.31587,-24592.04325,-26050.77063,149.1666667,147.6666667,-3337.402778,NA,-27895.27421,-29354.00159,-30812.72897,144.6666667,143.1666667,-4133.111111,NA,-32657.23254,-34115.95992,-35574.6873,140.1666667,138.6666667,-4928.819444,NA,-37419.19087,-38877.91825,-40336.64563,135.6666667,134.1666667,-5724.527778,NA,-42181.14921,-43639.87659,-45098.60397,131.1666667,129.6666667,-6520.236111,NA,-46943.10754,-48401.83492,-49860.5623,126.6666667,125.1666667,-7315.944444,NA,-51705.06587,-53163.79325,-54622.52063,122.1666667,120.6666667,-8111.652778,NA,-56467.02421,-57925.75159,-59384.47897,117.6666667,116.1666667,-8907.361111,NA,-61228.98254,-62687.70992,-64146.4373,113.1666667,111.6666667
hoge58,124,23,179,-32,-1386.666667,-2149.333333,-218.6666667,143.2857143,146.8928571,650.2222222,-1339.564286,-4161.506349,-5646.537302,-7131.568254,168.5357143,172.1428571,-160.3611111,-506.8142857,-9009.589683,-10494.62063,-11979.65159,193.7857143,197.3928571,-970.9444444,325.9357143,-13857.67302,-15342.70397,-16827.73492,219.0357143,222.6428571,-1781.527778,1158.685714,-18705.75635,-20190.7873,-21675.81825,244.2857143,247.8928571,-2592.111111,1991.435714,-23553.83968,-25038.87063,-26523.90159,269.5357143,273.1428571,-3402.694444,2824.185714,-28401.92302,-29886.95397,-31371.98492,294.7857143,298.3928571,-4213.277778,3656.935714,-33250.00635,-34735.0373,-36220.06825,320.0357143,323.6428571,-5023.861111,4489.685714,-38098.08968,-39583.12063,-41068.15159,345.2857143,348.8928571,-5834.444444,5322.435714,-42946.17302,-44431.20397,-45916.23492,370.5357143,374.1428571,-6645.027778,6155.185714,-47794.25635,-49279.2873,-50764.31825,395.7857143,399.3928571,-7455.611111,6987.935714,-52642.33968,-54127.37063,-55612.40159,421.0357143,424.6428571,-8266.194444,7820.685714,-57490.42302,-58975.45397,-60460.48492,446.2857143,449.8928571,-9076.777778,8653.435714,-62338.50635,-63823.5373,-65308.56825,471.5357143,475.1428571
hoge59,NA,NA,179,-34,-1414.666667,-2189.833333,-223.6666667,NA,NA,659.3055556,-1378.871429,-4237.530159,-5748.864683,-7260.199206,NA,NA,-166.1527778,-524.8714286,-9171.738492,-10683.07302,-12194.40754,NA,NA,-991.6111111,329.1285714,-14105.94683,-15617.28135,-17128.61587,NA,NA,-1817.069444,1183.128571,-19040.15516,-20551.48968,-22062.82421,NA,NA,-2642.527778,2037.128571,-23974.36349,-25485.69802,-26997.03254,NA,NA,-3467.986111,2891.128571,-28908.57183,-30419.90635,-31931.24087,NA,NA,-4293.444444,3745.128571,-33842.78016,-35354.11468,-36865.44921,NA,NA,-5118.902778,4599.128571,-38776.98849,-40288.32302,-41799.65754,NA,NA,-5944.361111,5453.128571,-43711.19683,-45222.53135,-46733.86587,NA,NA,-6769.819444,6307.128571,-48645.40516,-50156.73968,-51668.07421,NA,NA,-7595.277778,7161.128571,-53579.61349,-55090.94802,-56602.28254,NA,NA,-8420.736111,8015.128571,-58513.82183,-60025.15635,-61536.49087,NA,NA,-9246.194444,8869.128571,-63448.03016,-64959.36468,-66470.69921,NA,NA
hoge60,256,15,179,NA,-1442.666667,-2230.333333,-228.6666667,171.6666667,170.1666667,668.3888889,NA,-4313.553968,-5851.192063,-7388.830159,167.1666667,165.6666667,-171.9444444,NA,-9333.887302,-10871.5254,-12409.16349,162.6666667,161.1666667,-1012.277778,NA,-14354.22063,-15891.85873,-17429.49683,158.1666667,156.6666667,-1852.611111,NA,-19374.55397,-20912.19206,-22449.83016,153.6666667,152.1666667,-2692.944444,NA,-24394.8873,-25932.5254,-27470.16349,149.1666667,147.6666667,-3533.277778,NA,-29415.22063,-30952.85873,-32490.49683,144.6666667,143.1666667,-4373.611111,NA,-34435.55397,-35973.19206,-37510.83016,140.1666667,138.6666667,-5213.944444,NA,-39455.8873,-40993.5254,-42531.16349,135.6666667,134.1666667,-6054.277778,NA,-44476.22063,-46013.85873,-47551.49683,131.1666667,129.6666667,-6894.611111,NA,-49496.55397,-51034.19206,-52571.83016,126.6666667,125.1666667,-7734.944444,NA,-54516.8873,-56054.5254,-57592.16349,122.1666667,120.6666667,-8575.277778,NA,-59537.22063,-61074.85873,-62612.49683,117.6666667,116.1666667,-9415.611111,NA,-64557.55397,-66095.19206,-67632.83016,113.1666667,111.6666667
hoge61,124,23,179,-36,-1470.666667,-2270.833333,-233.6666667,143.2857143,146.8928571,677.4722222,-1418.178571,-4389.577778,-5953.519444,-7517.461111,168.5357143,172.1428571,-177.7361111,-542.9285714,-9496.036111,-11059.97778,-12623.91944,193.7857143,197.3928571,-1032.944444,332.3214286,-14602.49444,-16166.43611,-17730.37778,219.0357143,222.6428571,-1888.152778,1207.571429,-19708.95278,-21272.89444,-22836.83611,244.2857143,247.8928571,-2743.361111,2082.821429,-24815.41111,-26379.35278,-27943.29444,269.5357143,273.1428571,-3598.569444,2958.071429,-29921.86944,-31485.81111,-33049.75278,294.7857143,298.3928571,-4453.777778,3833.321429,-35028.32778,-36592.26944,-38156.21111,320.0357143,323.6428571,-5308.986111,4708.571429,-40134.78611,-41698.72778,-43262.66944,345.2857143,348.8928571,-6164.194444,5583.821429,-45241.24444,-46805.18611,-48369.12778,370.5357143,374.1428571,-7019.402778,6459.071429,-50347.70278,-51911.64444,-53475.58611,395.7857143,399.3928571,-7874.611111,7334.321429,-55454.16111,-57018.10278,-58582.04444,421.0357143,424.6428571,-8729.819444,8209.571429,-60560.61944,-62124.56111,-63688.50278,446.2857143,449.8928571,-9585.027778,9084.821429,-65667.07778,-67231.01944,-68794.96111,471.5357143,475.1428571
hoge62,NA,NA,179,-38,-1498.666667,-2311.333333,-238.6666667,NA,NA,686.5555556,-1457.485714,-4465.601587,-6055.846825,-7646.092063,NA,NA,-183.5277778,-560.9857143,-9658.184921,-11248.43016,-12838.6754,NA,NA,-1053.611111,335.5142857,-14850.76825,-16441.01349,-18031.25873,NA,NA,-1923.694444,1232.014286,-20043.35159,-21633.59683,-23223.84206,NA,NA,-2793.777778,2128.514286,-25235.93492,-26826.18016,-28416.4254,NA,NA,-3663.861111,3025.014286,-30428.51825,-32018.76349,-33609.00873,NA,NA,-4533.944444,3921.514286,-35621.10159,-37211.34683,-38801.59206,NA,NA,-5404.027778,4818.014286,-40813.68492,-42403.93016,-43994.1754,NA,NA,-6274.111111,5714.514286,-46006.26825,-47596.51349,-49186.75873,NA,NA,-7144.194444,6611.014286,-51198.85159,-52789.09683,-54379.34206,NA,NA,-8014.277778,7507.514286,-56391.43492,-57981.68016,-59571.9254,NA,NA,-8884.361111,8404.014286,-61584.01825,-63174.26349,-64764.50873,NA,NA,-9754.444444,9300.514286,-66776.60159,-68366.84683,-69957.09206,NA,NA
